BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
D000615,HON. JEFF DUNCAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/18/2017,AP,E0477270,HARMAN JAN B,12/14/2016,12/20/2016,MEALS,32.29,2016,HARMAN JAN B
D000615,HON. JEFF DUNCAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0479390,HART TOSHA L,11/8/2016,11/8/2016,MEALS,16.22,2016,HART TOSHA L
D000615,HON. JEFF DUNCAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0479392,CITIBANK GOV CARD SERVICE,12/6/2016,12/7/2016,MEALS,36.91,2016,CITIBANK GOV CARD SERVICE
D000615,HON. JEFF DUNCAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0479391,CITIBANK GOV CARD SERVICE,12/2/2016,12/8/2016,MEALS,30.28,2016,CITIBANK GOV CARD SERVICE
D000533,HON. JOHN J. DUNCAN  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/17/2017,AP,E0487423,CITIBANK GOV CARD SERVICE,1/9/2017,1/19/2017,MEALS,9.35,2017,CITIBANK GOV CARD SERVICE
D000533,HON. JOHN J. DUNCAN  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0497072,CITIBANK GOV CARD SERVICE,2/13/2017,2/13/2017,MEALS,10.43,2017,CITIBANK GOV CARD SERVICE
D000533,HON. JOHN J. DUNCAN  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0497072,CITIBANK GOV CARD SERVICE,2/27/2017,2/27/2017,MEALS,8.45,2017,CITIBANK GOV CARD SERVICE
D000533,HON. JOHN J. DUNCAN  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,897064,CITIBANK GOV CARD SERVICE,9/29/2016,9/29/2016,MEALS,11.09,2016,CITIBANK GOV CARD SERVICE
D000533,HON. JOHN J. DUNCAN  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/17/2017,AP,904131,CITIBANK GOV CARD SERVICE,11/28/2016,11/28/2016,MEALS,12.49,2016,CITIBANK GOV CARD SERVICE
D000533,HON. JOHN J. DUNCAN  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/17/2017,AP,904131,CITIBANK GOV CARD SERVICE,12/2/2016,12/2/2016,MEALS,11.09,2016,CITIBANK GOV CARD SERVICE
D000628,HON. NEAL P. DUNN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0492130,SMITH NICOLE L.,1/30/2017,1/30/2017,MEALS,19.06,2017,SMITH NICOLE L.
D000628,HON. NEAL P. DUNN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0492131,BOGGS BETHANY,1/30/2017,2/3/2017,MEALS,137.13,2017,BOGGS BETHANY
D000628,HON. NEAL P. DUNN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0492132,DEATHERAGE CRAIG K.,1/30/2017,2/3/2017,MEALS,93.45,2017,DEATHERAGE CRAIG K.
D000628,HON. NEAL P. DUNN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/17/2017,AP,E0495037,PRATER WILLIAM B.,2/6/2017,2/6/2017,MEALS,12.96,2017,PRATER WILLIAM B.
E000288,HON. KEITH ELLISON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/14/2017,AP,E0479268,LEINGANG NICHOLAS N.,11/14/2016,11/18/2016,MEALS,95.76,2016,LEINGANG NICHOLAS N.
E000294,HON. TOM EMMER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/23/2017,AP,E0495842,CITIBANK GOV CARD SERVICE,2/21/2017,2/23/2017,MEALS,87.21,2017,CITIBANK GOV CARD SERVICE
E000294,HON. TOM EMMER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0486020,CITIBANK GOV CARD SERVICE,12/19/2016,12/20/2016,MEALS,30.26,2016,CITIBANK GOV CARD SERVICE
E000179,HON. ELIOT L. ENGEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/8/2017,AP,E0485595,SKRETNY BRIAN A.,1/19/2017,1/19/2017,MEALS,97.94,2017,SKRETNY BRIAN A.
E000179,HON. ELIOT L. ENGEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,E0474637,WEITZ WILLIAM F.,12/27/2016,12/27/2016,MEALS,167.92,2016,WEITZ WILLIAM F.
E000179,HON. ELIOT L. ENGEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,E0474637,WEITZ WILLIAM F.,12/28/2016,12/28/2016,MEALS,294.31,2016,WEITZ WILLIAM F.
E000179,HON. ELIOT L. ENGEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,E0474637,WEITZ WILLIAM F.,12/29/2016,12/29/2016,MEALS,73.7,2016,WEITZ WILLIAM F.
E000179,HON. ELIOT L. ENGEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0475545,WEITZ WILLIAM F.,12/29/2016,12/29/2016,MEALS,261.17,2016,WEITZ WILLIAM F.
E000179,HON. ELIOT L. ENGEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0475545,WEITZ WILLIAM F.,1/2/2017,1/2/2017,MEALS,161.61,2017,WEITZ WILLIAM F.
E000179,HON. ELIOT L. ENGEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/8/2017,AP,E0485591,MICHALEK E H.,11/22/2016,11/22/2016,MEALS,58.8,2016,MICHALEK E H.
E000215,HON. ANNA G. ESHOO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0494637,PERRY ANNA R.,3/2/2017,3/2/2017,MEALS,11.54,2017,PERRY ANNA R.
E000215,HON. ANNA G. ESHOO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0494637,PERRY ANNA R.,3/3/2017,3/3/2017,MEALS,6.8,2017,PERRY ANNA R.
E000215,HON. ANNA G. ESHOO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0494637,PERRY ANNA R.,3/5/2017,3/5/2017,MEALS,9.44,2017,PERRY ANNA R.
E000215,HON. ANNA G. ESHOO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0494644,PERRY ANNA R.,3/5/2017,3/5/2017,MEALS,6.58,2017,PERRY ANNA R.
E000215,HON. ANNA G. ESHOO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0494683,HENSHALL ERIC J.,3/3/2017,3/3/2017,MEALS,18.25,2017,HENSHALL ERIC J.
E000215,HON. ANNA G. ESHOO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0494787,CRISCI EMMA C.,3/3/2017,3/3/2017,MEALS,49.27,2017,CRISCI EMMA C.
E000215,HON. ANNA G. ESHOO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0494787,CRISCI EMMA C.,3/5/2017,3/5/2017,MEALS,24.01,2017,CRISCI EMMA C.
E000215,HON. ANNA G. ESHOO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/12/2017,AP,E0497085,MCMURRAY MATTHEW M.,3/3/2017,3/3/2017,MEALS,18.47,2017,MCMURRAY MATTHEW M.
E000215,HON. ANNA G. ESHOO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/12/2017,AP,E0497085,MCMURRAY MATTHEW M.,3/4/2017,3/4/2017,MEALS,10.72,2017,MCMURRAY MATTHEW M.
E000215,HON. ANNA G. ESHOO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/12/2017,AP,E0497085,MCMURRAY MATTHEW M.,3/5/2017,3/5/2017,MEALS,22.79,2017,MCMURRAY MATTHEW M.
E000215,HON. ANNA G. ESHOO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0494782,CRISCI EMMA C.,3/3/2017,3/3/2017,MEALS,12.55,2017,CRISCI EMMA C.
E000297,HON. ADRIANO ESPAILLAT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0490355,GREENFIELD GEORGE R.,1/11/2017,1/14/2017,MEALS,103.79,2017,GREENFIELD GEORGE R.
E000297,HON. ADRIANO ESPAILLAT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/2/2017,AP,E0492165,GREENFIELD GEORGE R.,1/25/2017,1/25/2017,MEALS,22,2017,GREENFIELD GEORGE R.
E000297,HON. ADRIANO ESPAILLAT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0491568,CITIBANK GOV CARD SERVICE,1/24/2017,1/24/2017,MEALS,13.75,2017,CITIBANK GOV CARD SERVICE
E000297,HON. ADRIANO ESPAILLAT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0500139,CITIBANK GOV CARD SERVICE,2/2/2017,2/2/2017,MEALS,14.6,2017,CITIBANK GOV CARD SERVICE
E000297,HON. ADRIANO ESPAILLAT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0500187,CITIBANK GOV CARD SERVICE,1/29/2017,2/28/2017,MEALS,77.23,2017,CITIBANK GOV CARD SERVICE
E000293,HON. ELIZABETH H. ESTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/6/2017,AP,E0484484,PODEWELL STEPHANIE J,1/3/2017,1/5/2017,MEALS,47.39,2017,PODEWELL STEPHANIE J
E000293,HON. ELIZABETH H. ESTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,E0485794,DALY TIMOTHY P,1/24/2017,1/27/2017,MEALS,68.66,2017,DALY TIMOTHY P
E000293,HON. ELIZABETH H. ESTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/15/2017,AP,E0487401,BADGER HILARY S,1/25/2017,1/27/2017,MEALS,22.72,2017,BADGER HILARY S
E000293,HON. ELIZABETH H. ESTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0498419,DALY TIMOTHY P,2/21/2017,3/5/2017,MEALS,166.04,2017,DALY TIMOTHY P
E000293,HON. ELIZABETH H. ESTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,E0483843,DALY TIMOTHY P,12/17/2016,12/20/2016,MEALS,92.06,2016,DALY TIMOTHY P
E000296,HON. DWIGHT EVANS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0477907,HON DWIGHT EVANS,1/3/2017,1/6/2017,MEALS,63.23,2017,HON DWIGHT EVANS
E000296,HON. DWIGHT EVANS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/23/2017,AP,E0489385,TURNER KIMBERLY J.,1/6/2017,1/6/2017,MEALS,20.15,2017,TURNER KIMBERLY J.
E000296,HON. DWIGHT EVANS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,E0472907,HARDAWAY ERIC D.,11/22/2016,11/22/2016,MEALS,13.34,2016,HARDAWAY ERIC D.
E000296,HON. DWIGHT EVANS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,E0472921,TURNER KIMBERLY J.,12/8/2016,12/8/2016,MEALS,12.9,2016,TURNER KIMBERLY J.
E000296,HON. DWIGHT EVANS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0477908,HON DWIGHT EVANS,1/2/2017,1/2/2017,MEALS,8.74,2017,HON DWIGHT EVANS
F000460,HON. BLAKE FARENTHOLD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/21/2017,AP,E0490445,CITIBANK GOV CARD SERVICE,1/7/2017,1/25/2017,MEALS,165.57,2017,CITIBANK GOV CARD SERVICE
F000460,HON. BLAKE FARENTHOLD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/24/2017,AP,E0490467,CITIBANK GOV CARD SERVICE,1/2/2017,1/22/2017,MEALS,65.2,2017,CITIBANK GOV CARD SERVICE
F000460,HON. BLAKE FARENTHOLD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/20/2017,AP,E0496942,KENNEDY JOHN D,1/9/2017,1/24/2017,MEALS,73.52,2017,KENNEDY JOHN D
F000460,HON. BLAKE FARENTHOLD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/20/2017,AP,E0496955,WOOTTON CAROL,2/7/2017,2/7/2017,MEALS,7.27,2017,WOOTTON CAROL
F000460,HON. BLAKE FARENTHOLD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0499065,CITIBANK GOV CARD SERVICE,1/30/2017,2/27/2017,MEALS,88.03,2017,CITIBANK GOV CARD SERVICE
F000460,HON. BLAKE FARENTHOLD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0477063,KENNEDY JOHN D,12/7/2016,12/16/2016,MEALS,159.36,2016,KENNEDY JOHN D
F000460,HON. BLAKE FARENTHOLD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0481326,CITIBANK GOV CARD SERVICE,11/29/2016,12/13/2016,MEALS,54.66,2016,CITIBANK GOV CARD SERVICE
F000460,HON. BLAKE FARENTHOLD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0483490,CITIBANK GOV CARD SERVICE,12/2/2016,12/14/2016,MEALS,56.55,2016,CITIBANK GOV CARD SERVICE
F000465,HON. A. DREW FERGUSON IV,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,E0499938,PANZER GREGORY A,2/21/2017,2/21/2017,MEALS,4,2017,PANZER GREGORY A
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/31/2017,AP,E0482459,TIDWELL DANIEL,1/17/2017,1/17/2017,MEALS,84.12,2017,TIDWELL DANIEL
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/2/2017,AP,E0482471,BENSON MARIA E.,1/16/2017,1/17/2017,MEALS,81.6,2017,BENSON MARIA E.
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0492232,DOUX JULES T.,2/10/2017,2/27/2017,MEALS,30.12,2017,DOUX JULES T.
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/15/2017,AP,E0492251,HARDIN HELEN,1/16/2017,1/31/2017,MEALS,90.33,2017,HARDIN HELEN
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0494639,PALMER ANDREW C.,2/21/2017,3/5/2017,MEALS,100.44,2017,PALMER ANDREW C.
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,E0472607,MERRITT TAMMY M.,10/27/2016,10/27/2016,MEALS,8.86,2016,MERRITT TAMMY M.
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/8/2017,AP,E0474054,HON. CHARLES FLEISCHMANN,10/27/2016,10/27/2016,MEALS,20.27,2016,HON. CHARLES FLEISCHMANN
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0479568,MERRITT TAMMY M.,12/1/2016,12/6/2016,MEALS,19.63,2016,MERRITT TAMMY M.
F000461,HON. BILL FLORES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0494668,SIMON BRANDON,2/6/2017,2/22/2017,MEALS,6.45,2017,SIMON BRANDON
F000461,HON. BILL FLORES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/15/2017,AP,E0495827,HIXSON JANA L.,2/10/2017,2/13/2017,MEALS,89.73,2017,HIXSON JANA L.
F000461,HON. BILL FLORES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/10/2017,AP,E0476369,SIMON BRANDON,12/16/2016,12/16/2016,MEALS,2.9,2016,SIMON BRANDON
F000461,HON. BILL FLORES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0480851,CITIBANK GOV CARD SERVICE,12/2/2016,12/5/2016,MEALS,11.89,2016,CITIBANK GOV CARD SERVICE
F000461,HON. BILL FLORES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0497391,HIXSON JANA L.,6/21/2016,6/24/2016,MEALS,90.63,2016,HIXSON JANA L.
F000461,HON. BILL FLORES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0497391,HIXSON JANA L.,7/10/2016,7/13/2016,MEALS,85.43,2016,HIXSON JANA L.
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/9/2017,AP,E0485393,KLEIN LELAND C.,1/11/2017,1/19/2017,MEALS,48.23,2017,KLEIN LELAND C.
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/9/2017,AP,E0485864,HON. JEFF FORTENBERRY,1/6/2017,1/6/2017,MEALS,17.22,2017,HON. JEFF FORTENBERRY
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0498474,CITIBANK GOV CARD SERVICE,2/3/2017,2/13/2017,MEALS,21.63,2017,CITIBANK GOV CARD SERVICE
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0498537,CITIBANK GOV CARD SERVICE,1/13/2017,1/13/2017,MEALS,13.26,2017,CITIBANK GOV CARD SERVICE
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0497199,KLEIN LELAND C.,2/1/2017,2/22/2017,MEALS,44.74,2017,KLEIN LELAND C.
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,E0498559,CITIBANK GOV CARD SERVICE,1/13/2017,1/13/2017,MEALS,13.26,2017,CITIBANK GOV CARD SERVICE
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/3/2017,AP,E0473577,HON. JEFF FORTENBERRY,11/17/2016,12/12/2016,MEALS,14.11,2016,HON. JEFF FORTENBERRY
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0473582,KLEIN LELAND C.,11/2/2016,11/30/2016,MEALS,45.28,2016,KLEIN LELAND C.
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/10/2017,AP,E0474745,THE CORNHUSKER MARRIOTT,11/9/2016,12/16/2016,MEALS,30.85,2016,THE CORNHUSKER MARRIOTT
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0471522,HON. JEFF FORTENBERRY,10/25/2016,10/25/2016,MEALS,18.59,2016,HON. JEFF FORTENBERRY
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0476626,FEYERHERM ALAN,12/12/2016,12/14/2016,MEALS,25.25,2016,FEYERHERM ALAN
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/27/2017,AP,E0478093,CITIBANK GOV CARD SERVICE,9/30/2016,9/30/2016,MEALS,12.96,2016,CITIBANK GOV CARD SERVICE
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/27/2017,AP,E0478093,CITIBANK GOV CARD SERVICE,10/26/2016,10/26/2016,MEALS,3.45,2016,CITIBANK GOV CARD SERVICE
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/27/2017,AP,E0478554,KLEIN LELAND C.,12/7/2016,12/14/2016,MEALS,90.89,2016,KLEIN LELAND C.
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/27/2017,AP,E0482898,CITIBANK GOV CARD SERVICE,11/26/2016,11/26/2016,MEALS,220.11,2016,CITIBANK GOV CARD SERVICE
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0478549,ARCHER III WILLIAM R.,11/5/2016,12/16/2016,MEALS,328.73,2016,ARCHER III WILLIAM R.
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/9/2017,AP,E0481511,HON. JEFF FORTENBERRY,11/11/2016,11/11/2016,MEALS,2.48,2016,HON. JEFF FORTENBERRY
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0496789,SISSELL EMILY K.,12/19/2016,12/24/2016,MEALS,217.73,2016,SISSELL EMILY K.
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0471522,HON. JEFF FORTENBERRY,4/21/2015,4/21/2015,MEALS,5.99,2015,HON. JEFF FORTENBERRY
F000454,HON. BILL FOSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,E0483149,ELIAS ADAM J,1/18/2017,1/19/2017,MEALS,52.58,2017,ELIAS ADAM J
F000454,HON. BILL FOSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,E0483149,ELIAS ADAM J,1/19/2017,1/19/2017,MEALS,8.56,2017,ELIAS ADAM J
F000454,HON. BILL FOSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0472442,ELIAS ADAM J,12/6/2016,12/7/2016,MEALS,33.13,2016,ELIAS ADAM J
F000462,HON. LOIS FRANKEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/8/2017,AP,E0474977,DUBLER GRANT C.,12/9/2016,12/12/2016,MEALS,35.84,2016,DUBLER GRANT C.
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,E0484134,CITIBANK GOV CARD SERVICE,1/13/2017,1/15/2017,MEALS,57.99,2017,CITIBANK GOV CARD SERVICE
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,E0484134,CITIBANK GOV CARD SERVICE,1/14/2017,1/14/2017,MEALS,58.95,2017,CITIBANK GOV CARD SERVICE
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,E0484134,CITIBANK GOV CARD SERVICE,1/15/2017,1/17/2017,MEALS,136.54,2017,CITIBANK GOV CARD SERVICE
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/15/2017,AP,E0487351,HAYES JONATHAN H.,1/14/2017,1/14/2017,MEALS,9.56,2017,HAYES JONATHAN H.
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/24/2017,AP,E0488859,CITIBANK GOV CARD SERVICE,1/17/2017,1/18/2017,MEALS,193.93,2017,CITIBANK GOV CARD SERVICE
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/24/2017,AP,E0488859,CITIBANK GOV CARD SERVICE,1/17/2017,1/21/2017,MEALS,383.44,2017,CITIBANK GOV CARD SERVICE
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/24/2017,AP,E0488859,CITIBANK GOV CARD SERVICE,1/21/2017,1/21/2017,MEALS,51.73,2017,CITIBANK GOV CARD SERVICE
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0498950,BRAUN ANDREW P.,3/11/2017,3/11/2017,MEALS,26.01,2017,BRAUN ANDREW P.
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,897054,ANTHONY ALYSSA N.,12/5/2016,12/7/2016,MEALS,33.2,2016,ANTHONY ALYSSA N.
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,897054,ANTHONY ALYSSA N.,12/9/2016,12/9/2016,MEALS,18.69,2016,ANTHONY ALYSSA N.
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0476976,CITIBANK GOV CARD SERVICE,12/12/2016,12/17/2016,MEALS,507.27,2016,CITIBANK GOV CARD SERVICE
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/17/2017,AP,E0478458,CITIBANK GOV CARD SERVICE,12/2/2016,12/4/2016,MEALS,227.78,2016,CITIBANK GOV CARD SERVICE
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/17/2017,AP,E0478458,CITIBANK GOV CARD SERVICE,12/2/2016,12/5/2016,MEALS,78.36,2016,CITIBANK GOV CARD SERVICE
F000372,HON. RODNEY P. FRELINGHUYSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/9/2017,AP,E0485615,HAZLETT KATHLEEN,1/25/2017,1/25/2017,MEALS,10.52,2017,HAZLETT KATHLEEN
F000372,HON. RODNEY P. FRELINGHUYSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/15/2017,AP,E0487689,SILVESTRI STEVEN A.,1/26/2017,1/26/2017,MEALS,12,2017,SILVESTRI STEVEN A.
